WKT,n_sq_qu,perimetre,objectid,longueur,c_qu,surface,geom_x_y,n_sq_ar,c_quinsee,l_qu,c_ar
"POLYGON ((2.37972081888693 48.8534408848229,2.37937279677258 48.8533862424117,2.37868634643646 48.8532916961556,2.37809893364873 48.8532410832199,2.37738204543941 48.8532725952397,2.37715325513896 48.8532721968427,2.3770255705435 48.8532719728078,2.37673815342326 48.8532714716177,2.37543790045755 48.8533116567536,2.37522099830942 48.8532600869423,2.37460581591175 48.8529873553712,2.37378721409365 48.8518651967201,2.3735519319481 48.8519314633399,2.37196867153823 48.8523957257915,2.37188663627375 48.8524235717247,2.37185296380862 48.8524361145019,2.37181891768695 48.852447997881,2.37173910541506 48.8524785237629,2.37151174446263 48.8525766173728,2.37144411089759 48.8526088771236,2.37140450041358 48.8526292120485,2.37136372056211 48.852649210754,2.37129854822594 48.8526836040257,2.37091373391323 48.8529062028289,2.37040456793728 48.8532318063569,2.3703904362712 48.8532381533727,2.37038191082616 48.853241383953,2.37037705457386 48.8532431130355,2.37037363138407 48.8532443316318,2.37035116397016 48.8532506158931,2.37031681510888 48.8532560138176,2.37031630853796 48.8532560929928,2.37030728672643 48.853256753305,2.37029780174765 48.8532572843703,2.37028057018063 48.8532573807499,2.36933720213575 48.85317932547,2.36913799648954 48.8531628424576,2.36913487803613 48.8531761481227,2.36913010407096 48.853196742404,2.36911411649282 48.853265413595,2.36910687514363 48.8532963023409,2.36910586214944 48.8533007254104,2.36910341495477 48.8533113797245,2.36900331961713 48.8537412881262,2.36851237139343 48.8557341281367,2.36847972052889 48.8558308104563,2.36822773600512 48.8569222803398,2.36822731670223 48.8569240390523,2.37093969137683 48.8577951939729,2.37378938060031 48.8587637989629,2.37585692919084 48.8594418835178,2.37685113733708 48.8597516014689,2.37859623818226 48.8602848714046,2.37885912613278 48.8603787204046,2.37992328673755 48.8607114416441,2.38116129981377 48.8610987414756,2.38259106497474 48.8615761238346,2.38403693974582 48.8620618582423,2.38527980532134 48.8623057564205,2.38597548533956 48.8624980711883,2.38722737381102 48.8628560795903,2.38735645687686 48.8628885520102,2.38741759196375 48.8629039307448,2.3874354175393 48.8629084152756,2.38744041160736 48.862899862006,2.38745009928061 48.8628832683523,2.38745825665798 48.8628693019397,2.38747922612467 48.8628333887841,2.3875193604578 48.8627586456473,2.38761373959375 48.8625634558602,2.38836764755741 48.8610042294476,2.38870868589893 48.8602928178032,2.38885152435701 48.8599948497057,2.38895587973178 48.8597771582903,2.38907306744228 48.8595326867959,2.38952088228638 48.8585985858746,2.38953829241787 48.8585758330969,2.38954104489928 48.8585728712017,2.38955846009515 48.8585541052481,2.38958125153493 48.8585335365465,2.38958146349639 48.8585333604565,2.38963410374781 48.8584964167136,2.38966379216253 48.8584801208932,2.38968688493159 48.8584691937998,2.3897257058547 48.8584530785428,2.38973153218339 48.858450784345,2.38979763945087 48.8584267869454,2.38997750926414 48.8583730462304,2.3921559649902 48.8577221298282,2.39227492809148 48.8576865821121,2.39247064899151 48.857585765392,2.39443717065123 48.8565720199893,2.39446097936275 48.8565360361727,2.39224650045626 48.8558998230019,2.39133654325998 48.8557597965088,2.38913965506056 48.8554183689171,2.38710960316164 48.8551175929648,2.38469869234346 48.8545577651919,2.38267059080086 48.8540762358427,2.3820102262564 48.8539245340534,2.38042327604797 48.8535838714989,2.37972081888693 48.8534408848229))",750000043,4973.0105569,25,4972.76894642,43,1172086.94385734,"[ 48.857064, 2.380364 ]",750000011,7511103,Roquette,11
"POLYGON ((2.31229340123256 48.8733000869199,2.31152277045599 48.8730791468343,2.31116817099469 48.8734032359279,2.31058870568452 48.8738974596486,2.30968191809522 48.8744721611552,2.30949081198045 48.874629327597,2.30922252696907 48.874911321104,2.30903778120974 48.87518100307,2.30781216252702 48.8764495540655,2.30669382250223 48.8773531271276,2.30523717322176 48.8780421416482,2.30358414822801 48.8788903245735,2.30309191789843 48.8791408107458,2.30551495893812 48.8796633363701,2.30861126122433 48.880322851905,2.3088389793358 48.8803627339145,2.30913778410496 48.8804150669384,2.31163346817998 48.8807160844235,2.31256767008096 48.8808313015911,2.31649935671785 48.8813161373875,2.31650431769501 48.8813166369614,2.31665539616035 48.881331893232,2.31665547378449 48.8813319008697,2.3168288786151 48.8813672981414,2.31684075523601 48.8813697041825,2.31788121353815 48.8815821032339,2.31874992931578 48.8817594195717,2.31878192245232 48.8817659500148,2.31883567096477 48.8817769192334,2.31891026094124 48.8817921439307,2.31962924929056 48.8819388915499,2.3202393573647 48.8820634326554,2.32032603156034 48.8820811244947,2.32032621515183 48.8820811624097,2.32045269502751 48.8821069528943,2.32052313359856 48.8821205180252,2.3205424101456 48.882124231055,2.32326479881581 48.882675830828,2.32326520262369 48.8826759221445,2.32329451844584 48.8826825792304,2.32334769876384 48.882693553984,2.32335039698479 48.8826941079339,2.32338233095052 48.8827006619825,2.32342227538051 48.8827088522104,2.32399274645999 48.8828260947364,2.32403216054589 48.882834186435,2.32407210520384 48.8828423746466,2.32407252001597 48.8828424588277,2.32417477171191 48.8828634356231,2.32418527092749 48.8828655894342,2.32421581478035 48.8828718889943,2.32422715448608 48.8828742148217,2.32432939404661 48.8828951905158,2.3243298591582 48.8828952866713,2.32533482427903 48.8831018549295,2.32533518469389 48.8831019280078,2.32542060010427 48.8831194741295,2.32542113457357 48.8831195850608,2.32545616686405 48.8831266929092,2.32549571252578 48.8831348729971,2.32654382836716 48.8833501709895,2.32658390902983 48.8833584472543,2.3267069199267 48.883383752896,2.32671684941354 48.8833857962584,2.32692402633783 48.8834283358019,2.32706421941994 48.8834571218517,2.32718126631005 48.8834811542005,2.32712075949982 48.8821277409324,2.32706220795185 48.8808179474406,2.32702161267867 48.8796437695631,2.32702086343074 48.8796220841871,2.32695140852694 48.8779783001608,2.3269482700094 48.8779046367715,2.32694581801071 48.8778460087439,2.3268468795853 48.8756257838736,2.32657572478731 48.8755825016053,2.32378061821939 48.8751838972863,2.32161727945232 48.8750488720988,2.32022087434289 48.874909207104,2.31996884207109 48.8747660064377,2.31995730469706 48.8747595465908,2.31993003677706 48.8747442782789,2.31958377913587 48.8745503969359,2.31589423387673 48.8739190435162,2.31448074798478 48.8736757929365,2.31229340123256 48.8733000869199))",750000032,4803.24276858,14,4803.10403294,32,1182466.96498995,"[ 48.878148, 2.317175 ]",750000008,7510804,Europe,8
"POLYGON ((2.32503116560556 48.8685850518909,2.32467395733172 48.8680564690811,2.32458658805772 48.8679345771586,2.32458538428968 48.8679328975846,2.32353405008145 48.8665098636225,2.32357343966369 48.8664966302344,2.32357091787077 48.8664930518743,2.32344515619405 48.8663296403609,2.32332656211299 48.8661765766176,2.3209346591819 48.8669370911411,2.32072170779216 48.8670047950978,2.31829690341741 48.8677756904062,2.31650797895922 48.8683397738855,2.31648850033204 48.8683456378993,2.3164700754644 48.8683498414413,2.31644740309014 48.8683533938794,2.31644036146679 48.8683541567793,2.31643077669285 48.8683550769295,2.31641023633003 48.8683560397315,2.31638964182343 48.8683556226255,2.31637424220323 48.86835440779,2.31628454850252 48.8683481045747,2.31616855357352 48.8683342350266,2.31603210963598 48.8683227855639,2.31589634491324 48.8683175444096,2.31576779121272 48.8683160820031,2.31565506574731 48.8683165167445,2.31553102319156 48.8683198140299,2.31540560762565 48.8683285209889,2.31533771343644 48.8683375883477,2.31528182556338 48.8683474663137,2.31522488387633 48.8683606631038,2.31516948647613 48.8683764705083,2.31514071486293 48.8683859315733,2.31509376958877 48.868404119307,2.31504828626889 48.8684248542399,2.31500899375804 48.8684460814531,2.3149910168461 48.8684569496802,2.3149381127612 48.8684938950648,2.31492715206757 48.8685023050595,2.31487742683748 48.8685436151457,2.31482191800867 48.8685972014369,2.31476845639585 48.8686587883024,2.31472576756727 48.8687139138712,2.31462783786402 48.8688456332903,2.31476542515081 48.8690358599384,2.3134021915507 48.8694684998835,2.31196847574177 48.8699286464689,2.31290606287894 48.8704108131961,2.31197123486705 48.8714446318845,2.31255119068973 48.8722090498891,2.31068946816046 48.8728402901619,2.31152277045599 48.8730791468343,2.31229340123256 48.8733000869199,2.31448074798478 48.8736757929365,2.31589423387673 48.8739190435162,2.31958377913587 48.8745503969359,2.31993003677706 48.8747442782789,2.31995730469706 48.8747595465908,2.31996884207109 48.8747660064377,2.32022087434289 48.874909207104,2.32161727945232 48.8750488720988,2.32378061821939 48.8751838972863,2.32657572478731 48.8755825016053,2.32693810641593 48.8741810154758,2.32701358593197 48.8738892103059,2.32702559023667 48.873842806223,2.32705313063859 48.8737363317527,2.32700571552992 48.8736292883818,2.32696573101827 48.8735390216751,2.32685036716259 48.8732785797543,2.32675387455082 48.8731400882049,2.32649559311843 48.8721354514012,2.32627200433159 48.8712657324448,2.3260922918567 48.8705666640824,2.32583625447196 48.869562196989,2.32568706355652 48.8695367892277,2.32550688518876 48.8695067800948,2.32546659333157 48.8695000678709,2.3252554770657 48.8694649061359,2.32521493899338 48.8694581573643,2.32515917614169 48.8694488657346,2.32531958563884 48.8690118383259,2.32503116560556 48.8685850518909))",750000031,3791.50973543,13,3791.37589591,31,760726.55813705,"[ 48.871265, 2.320053 ]",750000008,7510803,Madeleine,8
"POLYGON ((2.33632021230595 48.8679713890312,2.33586905405742 48.8669966265075,2.33367532130019 48.8675161250094,2.3317260121448 48.8679548174913,2.33172562934836 48.8679549025904,2.33065673396009 48.8681921806612,2.33030679530931 48.868356192574,2.329965588675 48.8685141700736,2.32800732767564 48.8699174213995,2.32984034024662 48.8702319629972,2.33208234621113 48.870616598401,2.33415044565497 48.8709700719949,2.33700869805024 48.8714585827541,2.33677930940976 48.8695364321846,2.33668902868858 48.8688396529101,2.33634369571165 48.8680219706122,2.33632021230595 48.8679713890312))",750000005,1866.98204093,45,1866.91344174,5,188012.20385047,"[ 48.869307, 2.333432 ]",750000002,7510201,Gaillon,2
"POLYGON ((2.37093969137683 48.8577951939729,2.36822731670223 48.8569240390523,2.36806857045761 48.8575866704986,2.36761970005176 48.8594576451033,2.36746568961764 48.8600998607862,2.36726517611638 48.8609491941381,2.36710134125455 48.8616275588541,2.36690109293189 48.8624570127674,2.37010264445892 48.863764652523,2.37059138132732 48.8639664032736,2.37184686650111 48.8645177468623,2.37250901404128 48.8646633677797,2.37469181556941 48.8650526744203,2.37515626283231 48.8651374133231,2.37801679395726 48.8658070935597,2.37886946563407 48.8660174358004,2.38048897790194 48.8664159564984,2.38287277256853 48.867009918986,2.38313603663673 48.8670755123808,2.38318029019638 48.8669888246508,2.38328294641125 48.8667877342225,2.38332031104662 48.8667145387977,2.38345727001153 48.866446247239,2.38355692828995 48.866358931892,2.38369790179564 48.8662354104186,2.38408700070682 48.8658944840395,2.38474921804784 48.8653142394136,2.38488914490854 48.8651919476633,2.38489177017497 48.865189652547,2.38495377083278 48.8651354648082,2.38502796225185 48.865070632119,2.38522679135786 48.8648968792077,2.38607773638645 48.8641532441096,2.38725558403393 48.8631240492143,2.38729788300023 48.8630864376227,2.38732815443993 48.8630473938443,2.3873887178467 48.8629685922881,2.3874354175393 48.8629084152756,2.38741759196375 48.8629039307448,2.38735645687686 48.8628885520102,2.38722737381102 48.8628560795903,2.38597548533956 48.8624980711883,2.38527980532134 48.8623057564205,2.38403693974582 48.8620618582423,2.38259106497474 48.8615761238346,2.38116129981377 48.8610987414756,2.37992328673755 48.8607114416441,2.37885912613278 48.8603787204046,2.37859623818226 48.8602848714046,2.37685113733708 48.8597516014689,2.37585692919084 48.8594418835178,2.37378938060031 48.8587637989629,2.37093969137683 48.8577951939729))",750000042,4052.5677372,24,4052.387114,42,837992.9215673,"[ 48.862345, 2.376118 ]",750000011,7511102,Saint-Ambroise,11
"POLYGON ((2.35166260112613 48.8367800127433,2.35176163080246 48.8367754149793,2.35176470461961 48.8367756169072,2.35179181771938 48.836778378301,2.351818426923 48.8367827675106,2.35184430385466 48.836788743727,2.35186926247115 48.8367962582758,2.3525427371948 48.8358080426409,2.35316458526383 48.8349107518675,2.35334185885824 48.8346583843407,2.35504048206777 48.8322289115561,2.35536086781379 48.8317487002114,2.35557661014251 48.8314253266038,2.3550996194918 48.8312732890725,2.35480568306566 48.8311795982541,2.35449988424301 48.831082125575,2.3542887740346 48.8310148336217,2.35379607802622 48.8308577828414,2.35364697560687 48.8308102538768,2.35352678338114 48.8307719412671,2.35339701711871 48.8307305764689,2.35289235200176 48.830569705006,2.3527342293376 48.8305192993502,2.35262425738031 48.830486962594,2.35261040348732 48.8304828898944,2.35227746517561 48.8303728711684,2.35101181889647 48.8299719579865,2.34991497837222 48.8296238094018,2.34953724849704 48.8295548791142,2.34911501399167 48.8295968346823,2.34846852414855 48.8297737899529,2.34840038251777 48.8297924377615,2.34838536303986 48.8297965407135,2.34831830706985 48.8298148598236,2.3470203819866 48.8301694300554,2.34598165461238 48.8304559408109,2.34582824240121 48.8304981583635,2.34429143976756 48.8309201788483,2.34410314725936 48.830972104142,2.34285563586906 48.831317305685,2.34276845584907 48.8313414082924,2.34125829572161 48.8317601904955,2.34114933987943 48.831790403733,2.3411462321529 48.8321631547499,2.34114242994243 48.8323482254293,2.34114204244418 48.8324923817874,2.34126672642004 48.8331178204984,2.34158522508697 48.834813922453,2.34189233645157 48.8368277472869,2.34189383114277 48.8368405787008,2.34207122537379 48.8383641450063,2.34446760101886 48.8378594255742,2.34700275766453 48.8373212704906,2.3470757779716 48.837310206661,2.3471967452129 48.8372924730448,2.34898565073853 48.8370868988719,2.35166260112613 48.8367800127433))",750000052,3289.23047985,34,3289.00475097,52,692067.71109168,"[ 48.833734, 2.347673 ]",750000013,7511304,Croulebarbe,13
"POLYGON ((2.33194496939323 48.8649128529242,2.33135364996306 48.8639906233992,2.32725709193478 48.8653036701858,2.32460029866521 48.8661665713042,2.32357343966369 48.8664966302344,2.32353405008145 48.8665098636225,2.32458538428968 48.8679328975846,2.32458658805772 48.8679345771586,2.32467395733172 48.8680564690811,2.32503116560556 48.8685850518909,2.32531958563884 48.8690118383259,2.32515917614169 48.8694488657346,2.32521493899338 48.8694581573643,2.3252554770657 48.8694649061359,2.32546659333157 48.8695000678709,2.32550688518876 48.8695067800948,2.32568706355652 48.8695367892277,2.32583625447196 48.869562196989,2.32584128342168 48.86956305271,2.32799095019138 48.869928967844,2.32800689974605 48.8699177274715,2.32800732767564 48.8699174213995,2.329965588675 48.8685141700736,2.33030679530931 48.868356192574,2.33065673396009 48.8681921806612,2.33172562934836 48.8679549025904,2.3317260121448 48.8679548174913,2.33367532130019 48.8675161250094,2.33367165701379 48.8675106860616,2.33323974790813 48.8668235451131,2.33303883925795 48.8665746148426,2.33244118742232 48.8656839123416,2.33243998839174 48.8656820601965,2.33194496939323 48.8649128529242))",750000004,2147.81760172,44,2147.7345593,4,269456.78059945,"[ 48.867019, 2.328582 ]",750000001,7510104,Place-Vendôme,1
"POLYGON ((2.30954425013616 48.8539557085749,2.30646272672559 48.8541287508029,2.30550110524202 48.8543274137832,2.30389164538039 48.8532189828364,2.30096581197248 48.8512308967957,2.30096465983886 48.8512301265074,2.30088395056246 48.8511761079176,2.30088387632574 48.8511761560493,2.29932230890191 48.8521744273253,2.29792341878744 48.8530686501047,2.29738889445564 48.8534116426193,2.29592952634463 48.8543480466868,2.29586804938376 48.8543874905386,2.29574570829236 48.8544659887322,2.29307917601377 48.8561740776894,2.29293532089773 48.8562650224437,2.29078099664211 48.8576397894435,2.29070227214356 48.8576900114578,2.29062124845376 48.85774171362,2.29061152096211 48.8577479181719,2.29060172197486 48.8577541681663,2.29059192297301 48.8577604190592,2.29058212535619 48.8577666681607,2.29057232634974 48.8577729190519,2.29056252870372 48.8577791699503,2.29055272835408 48.8577854190331,2.29054911095086 48.8577877269194,2.29054293204176 48.8577916717365,2.29053313575157 48.8577979226405,2.29052334079733 48.8578041753503,2.29051354311507 48.8578104280431,2.29050374816847 48.857816679852,2.29049395321952 48.85782293166,2.29048415825587 48.8578291843664,2.29047436193934 48.8578354361646,2.29046456424532 48.8578416888533,2.29045476927472 48.8578479415572,2.29044497295103 48.8578541933529,2.29043517797573 48.8578604460552,2.29042538164744 48.8578666978492,2.2904155853167 48.8578729496425,2.29041198711616 48.8578752477454,2.29040579035884 48.8578792005437,2.29039599534965 48.8578854550411,2.2903861990241 48.8578917059326,2.2903764026718 48.8578979586217,2.2903666076923 48.8579042104188,2.2903568113353 48.8579104631063,2.29034701635099 48.8579167149018,2.29034073017695 48.8579207274231,2.29033722000155 48.8579229666883,2.29032742091172 48.8579292193571,2.28983904036712 48.8582408538093,2.29125144931666 48.8593528390419,2.2915586977944 48.8596101803432,2.29155963712803 48.8596109665439,2.29177809181336 48.8597814587732,2.29195445130865 48.8599094894163,2.29268125621037 48.860437113535,2.29361304237038 48.8611206551691,2.29391678476217 48.8613295552092,2.29419576276334 48.8615211388278,2.29432082507884 48.8615897118344,2.29466060138063 48.8617615954392,2.29508976656655 48.861962290128,2.29542534294593 48.8621076473226,2.29555722978913 48.8621691165067,2.29588681254074 48.8623143741297,2.29601461409924 48.8623684647549,2.29615226738468 48.8624220214074,2.29622457857698 48.8624513446451,2.29636588297867 48.8625052813577,2.29638326310226 48.8625112868885,2.29652121835922 48.8625601008001,2.29657058604807 48.8625761179477,2.29662436605985 48.8625947637311,2.29674798558019 48.8626339195196,2.29678339140354 48.8626451752058,2.29684320572706 48.8626652548382,2.29705441260171 48.8627348382263,2.29724259609428 48.862792684405,2.29743050875671 48.8628505295918,2.29743557867405 48.8628519047848,2.29754320223461 48.8628827547516,2.29792135442324 48.8629837009585,2.29857384231996 48.8631331094409,2.29867005365835 48.8631560716343,2.29894942142014 48.8632167769294,2.29922810793671 48.8632688932717,2.29923179985754 48.863269658653,2.29923639280204 48.8632703222872,2.29978211761957 48.8633491519046,2.2997864779387 48.8633497817799,2.29978877455381 48.8633500020677,2.30007459767651 48.8633810773972,2.30047842799461 48.8634162809735,2.3010700505739 48.8634488117757,2.30111792728785 48.8634514593607,2.30159005790038 48.8634743582811,2.30172778060605 48.8634766953092,2.30175605887385 48.8634771759701,2.30192032639106 48.8634799626325,2.30194634652485 48.8634804021969,2.30203030990554 48.8634817723705,2.30537918656002 48.863538401338,2.3053804349251 48.8635384202752,2.30561566752016 48.8635419689713,2.3102641735913 48.8636246975839,2.31029811638966 48.863625336579,2.31038629800549 48.8636268852813,2.31043268351164 48.8627833699452,2.31027983325301 48.8611224672947,2.31017579481783 48.8599385451921,2.31000838717372 48.8580691933924,2.30992947891718 48.8572427533195,2.30954425013616 48.8539557085749))",750000028,4720.99437256,10,4720.77076034,28,1381893.27645234,"[ 48.858300, 2.301542 ]",750000007,7510704,Gros-Caillou,7
"POLYGON ((2.34548425335897 48.8450733693259,2.3466137851167 48.8447970192384,2.34809164269284 48.8444288265631,2.34888456745051 48.8444922301239,2.34924454210685 48.8445163166714,2.34955676779087 48.8431834670857,2.34977125816834 48.84229055247,2.34961880238544 48.8413218774244,2.34963797421407 48.8410371333353,2.3497532595605 48.8403469637715,2.34979325817021 48.8399849449831,2.34977687814956 48.8397743838768,2.34983321598787 48.8394736734991,2.34989419313154 48.839301802539,2.34995436270252 48.839126701111,2.34979979288931 48.8388036129361,2.34898565073853 48.8370868988719,2.3471967452129 48.8372924730448,2.3470757779716 48.837310206661,2.34700275766453 48.8373212704906,2.34446760101886 48.8378594255742,2.34207122537379 48.8383641450063,2.33973991177769 48.8388535329143,2.33969099425203 48.8388653189049,2.33969085890994 48.8388653550319,2.33672914085446 48.8396534429536,2.33675657889773 48.8401306440606,2.33676933120622 48.8403524498147,2.33678083461195 48.8405524866498,2.3367894728158 48.8407027258863,2.33684273018567 48.840699784325,2.33690161779482 48.840700779894,2.33693562132013 48.8407049147935,2.33695899594548 48.8407077568412,2.33701486331743 48.8407207133628,2.33706771202448 48.8407386536008,2.33711603051994 48.840759583384,2.33715679998824 48.8407854969713,2.33719303953663 48.8408104132309,2.33723531778643 48.8408452964255,2.3372700472939 48.8408811774495,2.3373035110226 48.840925956065,2.3377647858862 48.8417463497929,2.33776524688378 48.841747171666,2.33817617120514 48.8425002206191,2.33897393301971 48.843956486997,2.34025520755496 48.8462795139297,2.3402556231585 48.8462802680871,2.34049914061917 48.8467122712747,2.34083767102732 48.8473443553447,2.34196978353107 48.8471005690408,2.34162119791751 48.8466645967348,2.34261772335931 48.8464029530895,2.3426663797554 48.8463267064563,2.34269965222002 48.8462886529572,2.34270002512696 48.8462882574887,2.34277833806317 48.8462315828344,2.34302850018478 48.8460760930758,2.34309354945803 48.846061599129,2.34341095499512 48.845990392604,2.34356092281637 48.8459585220098,2.34367334983495 48.8459320231181,2.34402981419293 48.8457796217953,2.34415130046344 48.8457150383324,2.34427172072965 48.84565187169,2.34455800254757 48.8454994753012,2.3452029605591 48.8451577037441,2.34548425335897 48.8450733693259))",750000019,3485.83135795,1,3485.61434704,19,703631.1629235,"[ 48.841684, 2.343861 ]",750000005,7510503,Val-de-Grace,5
"POLYGON ((2.34123290113572 48.8658023495463,2.34117827204733 48.8657496341309,2.34108355517827 48.8657720172195,2.33737196905566 48.8666490752939,2.33586969123824 48.866996475356,2.33586905405742 48.8669966265075,2.33632021230595 48.8679713890312,2.33634369571165 48.8680219706122,2.33668902868858 48.8688396529101,2.33677930940976 48.8695364321846,2.33700869805024 48.8714585827541,2.33709634951733 48.8714745917308,2.33973555888367 48.8719278231205,2.33989809360881 48.8719557330329,2.34004423190851 48.8719808264237,2.3430689342081 48.871488874714,2.34259023597679 48.8701207409234,2.34191206650808 48.8686261079171,2.34188562205127 48.8684629728863,2.34152185842981 48.8675888937649,2.34102135912248 48.8663811902526,2.34128875031606 48.866283273854,2.34148954784952 48.8660537761166,2.34123290113572 48.8658023495463))",750000006,2058.47295924,46,2058.39394691,6,243550.77062341,"[ 48.869100, 2.339461 ]",750000002,7510202,Vivienne,2
"POLYGON ((2.31901134201906 48.8517444222046,2.31903420504348 48.8516956802985,2.31451162001452 48.8518329459145,2.31473141890071 48.8536919113975,2.31214157868918 48.8538230159913,2.30954425013616 48.8539557085749,2.30992947891718 48.8572427533195,2.31000838717372 48.8580691933924,2.31017579481783 48.8599385451921,2.31027983325301 48.8611224672947,2.31043268351164 48.8627833699452,2.31038629800549 48.8636268852813,2.31528889378948 48.8637114427805,2.3152899131749 48.8637114603041,2.31640614647913 48.8637306129898,2.31847273794257 48.8637773615074,2.3185391195961 48.863775571179,2.31860672763291 48.8637696444974,2.31867529395307 48.863757879266,2.31874166764268 48.863743144456,2.31942720550461 48.8635252627804,2.31951609087629 48.863497041215,2.31977605026816 48.8634146089145,2.31986505479396 48.8633862105948,2.3203159868873 48.8632429277208,2.3203165809438 48.8632427386339,2.3209023376521 48.8630575540684,2.32090281809442 48.8630574012072,2.32090287830104 48.8630573835619,2.32094136203123 48.8630455236722,2.32473559400559 48.861885649732,2.32523078804407 48.8617317599747,2.32523720119725 48.8617297672018,2.32527973036044 48.8617174502694,2.32610225473416 48.8614780723934,2.32566622169966 48.8610607497165,2.32557812194244 48.8609764293281,2.32552381217657 48.8609244501845,2.32549137151828 48.8608934007442,2.3246253633819 48.8600615887673,2.32380062110259 48.8592121921668,2.32312932670954 48.8585084330919,2.32279347339233 48.8581576758603,2.32112068217113 48.8564745554309,2.31995013971945 48.8549491374872,2.31920634532335 48.8530211548488,2.31910327760805 48.8527546850692,2.31901134201906 48.8517444222046))",750000026,4434.65648913,8,4434.4434225,26,1073733.76894888,"[ 48.858515, 2.316445 ]",750000007,7510702,Invalides,7
"POLYGON ((2.33695993385871 48.8538108882516,2.33698866720655 48.8529019594139,2.33606092234389 48.8531287543769,2.33515539609615 48.8528998811825,2.33442879685404 48.8527590424364,2.33442171396739 48.8527996053608,2.33367618225868 48.8526532731519,2.3330492427946 48.8526484176591,2.33238135962488 48.8525417877143,2.33201727983493 48.8524765363552,2.3315832809357 48.8523937776526,2.33032468578211 48.8521852742628,2.32953867700094 48.8520149752803,2.32841856401928 48.8518247956252,2.3293099160296 48.852613968906,2.32937844414004 48.8527354621565,2.33043269048326 48.8544170790806,2.33045788875138 48.8544602443243,2.33070054156208 48.8549637628639,2.33084114117098 48.8551987492048,2.33114568225912 48.8556233111105,2.33167286679253 48.8563142478636,2.33275005583676 48.8576306449764,2.33324297413887 48.858236283812,2.3332485496361 48.8582431346611,2.33326598732345 48.8582645617413,2.332445797611 48.8585085069548,2.33291010056679 48.8593496070581,2.33660919944441 48.8585828644724,2.33633189623663 48.858072341722,2.33628937568254 48.857994015202,2.33607951985162 48.8575995996389,2.33611011006652 48.8575926509855,2.3361537383704 48.8575820630296,2.33619210106168 48.8575709781852,2.33623046401133 48.8575574111187,2.3362625600552 48.8575438443542,2.33629075354882 48.8575292378695,2.33631840959393 48.8575131669503,2.33635433059222 48.8574869306196,2.33638189381 48.8574613440268,2.33640618295534 48.8574355611993,2.33642657353569 48.8574077835692,2.33644866598539 48.8573720138373,2.33646683289705 48.8573352969,2.33649204234528 48.8572548979052,2.33649725230408 48.8572288302924,2.33650811813714 48.8571670429911,2.33671582849462 48.8556718144712,2.33677307022843 48.8552981661671,2.33697244473063 48.8539294682593,2.33695993385871 48.8538108882516))",750000024,2565.8998932,6,2565.76782182,24,282279.93986392,"[ 48.855289, 2.333657 ]",750000006,7510604,Saint-Germain-des-Prés,6
"POLYGON ((2.31196847574177 48.8699286464689,2.31011470777779 48.8689767362644,2.30646384424576 48.870148015241,2.30526798654692 48.8705264700062,2.30244514192725 48.8714263682443,2.30104273729248 48.8718721536037,2.29552955618625 48.8736221830239,2.29516859572407 48.8737380600362,2.2951575511018 48.8737414718621,2.29508882317792 48.8737624912973,2.29503959459934 48.8737786602598,2.29503961866372 48.8737786954759,2.29516691118908 48.8739552332901,2.29527353479391 48.874102396341,2.29530308430916 48.8741429624722,2.29601337831442 48.8751226194655,2.29797567837527 48.8778279600518,2.29801550462885 48.8778837035076,2.29815504033832 48.8780790091167,2.29846449671003 48.8781454971341,2.29859157834948 48.878172800158,2.29873033203299 48.8782026113261,2.29873221503405 48.8782030162669,2.29873827873538 48.8782043180563,2.30096882430139 48.878683517517,2.30309191789843 48.8791408107458,2.30358414822801 48.8788903245735,2.30523717322176 48.8780421416482,2.30669382250223 48.8773531271276,2.30781216252702 48.8764495540655,2.30903778120974 48.87518100307,2.30922252696907 48.874911321104,2.30949081198045 48.874629327597,2.30968191809522 48.8744721611552,2.31058870568452 48.8738974596486,2.31116817099469 48.8734032359279,2.31152277045599 48.8730791468343,2.31068946816046 48.8728402901619,2.31255119068973 48.8722090498891,2.31197123486705 48.8714446318845,2.31290606287894 48.8704108131961,2.31196847574177 48.8699286464689))",750000030,3773.67307276,12,3773.55458451,30,796589.05165137,"[ 48.874136, 2.304119 ]",750000008,7510802,Faubourg-du-Roule,8
